Match_ID,Player_Name,Batting_Runs,Batting_Mins,Batting_BF,Batting_4s,Batting_6s,Batting_SR,Batting_Pos,Batting_Dismissal,Batting_Inns,Batting_Performance,Bowlling_Overs,Bowlling_Mdns,Bowlling_Runs,Bowlling_Wkts,Bowlling_Econ,Bowlling_Pos,Bowlling_Inns,Bowlling_Performance,Opposition,Ground,Start_Date
ODI # 3769,Dinesh Chandimal,48,88,67,2,1,71.64,4,lbw,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),24-Aug-16
ODI # 3768,Dinesh Chandimal,80,185,118,3,0,67.79,4,not out,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),21-Aug-16
ODI # 3758,Dinesh Chandimal,53,116,66,2,1,80.3,4,bowled,2,High,-,-,-,-,-,-,-,-,v England,Cardiff,2-Jul-16
ODI # 3757,Dinesh Chandimal,63,60,51,1,3,123.52,4,bowled,1,High,-,-,-,-,-,-,-,-,v England,The Oval,29-Jun-16
ODI # 3755,Dinesh Chandimal,62,110,77,5,0,80.51,4,caught,1,High,-,-,-,-,-,-,-,-,v England,Bristol,26-Jun-16
ODI # 3753,Dinesh Chandimal,52,115,86,3,0,60.46,4,run out,1,High,-,-,-,-,-,-,-,-,v England,Birmingham,24-Jun-16
ODI # 3751,Dinesh Chandimal,37,65,56,3,0,66.07,4,caught,1,High,-,-,-,-,-,-,-,-,v England,Nottingham,21-Jun-16
ODI # 3749,Dinesh Chandimal,3,-,4,0,0,75,7,caught,1,High,-,-,-,-,-,-,-,-,v Ireland,Dublin (Malahide),18-Jun-16
ODI # 3748,Dinesh Chandimal,100,-,107,6,0,93.45,4,not out,1,High,-,-,-,-,-,-,-,-,v Ireland,Dublin (Malahide),16-Jun-16
ODI # 3721,Dinesh Chandimal,50,101,65,4,1,76.92,4,caught,2,High,-,-,-,-,-,-,-,-,v New Zealand,Mount Maunganui,5-Jan-16
ODI # 3718,Dinesh Chandimal,TDNB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v New Zealand,Nelson,2-Jan-16
ODI # 3717,Dinesh Chandimal,27,44,39,1,0,69.23,4,not out,2,High,-,-,-,-,-,-,-,-,v New Zealand,Nelson,31-Dec-15
ODI # 3715,Dinesh Chandimal,9,35,24,0,0,37.5,4,lbw,1,Low,-,-,-,-,-,-,-,-,v New Zealand,Christchurch,28-Dec-15
ODI # 3714,Dinesh Chandimal,5,23,16,0,0,31.25,4,caught,1,Low,-,-,-,-,-,-,-,-,v New Zealand,Christchurch,26-Dec-15
ODI # 3704,Dinesh Chandimal,23,41,35,0,0,65.71,4,caught,2,High,-,-,-,-,-,-,-,-,v West Indies,Pallekele,7-Nov-15
ODI # 3702,Dinesh Chandimal,15,25,20,1,0,75,4,not out,2,High,-,-,-,-,-,-,-,-,v West Indies,Colombo (RPS),4-Nov-15
ODI # 3672,Dinesh Chandimal,29,34,25,3,1,116,4,caught,1,High,-,-,-,-,-,-,-,-,v Pakistan,Hambantota,26-Jul-15
ODI # 3671,Dinesh Chandimal,20,24,21,1,0,95.23,5,caught,1,High,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),22-Jul-15
ODI # 3670,Dinesh Chandimal,18,24,30,0,0,60,6,bowled,2,High,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),19-Jul-15
ODI # 3669,Dinesh Chandimal,48,120,63,3,0,76.19,6,not out,2,High,-,-,-,-,-,-,-,-,v Pakistan,Pallekele,15-Jul-15
ODI # 3664,Dinesh Chandimal,65,97,68,5,1,95.58,6,not out,1,High,-,-,-,-,-,-,-,-,v Pakistan,Dambulla,11-Jul-15
ODI # 3629,Dinesh Chandimal,52,38,24,8,1,216.66,6,retired notout,2,High,-,-,-,-,-,-,-,-,v Australia,Sydney,8-Mar-15
ODI # 3619,Dinesh Chandimal,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v England,Wellington,1-Mar-15
ODI # 3615,Dinesh Chandimal,DNB,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,v Bangladesh,Melbourne,26-Feb-15
ODI # 3594,Dinesh Chandimal,5,24,15,0,0,33.33,6,caught,1,Low,-,-,-,-,-,-,-,-,v New Zealand,Wellington,29-Jan-15
ODI # 3590,Dinesh Chandimal,9,9,12,1,0,75,6,run out,2,High,-,-,-,-,-,-,-,-,v New Zealand,Dunedin,25-Jan-15
ODI # 3588,Dinesh Chandimal,0,6,3,0,0,0,7,caught,2,Low,-,-,-,-,-,-,-,-,v New Zealand,Dunedin,23-Jan-15
ODI # 3569,Dinesh Chandimal,55,89,50,2,1,110,5,not out,1,High,-,-,-,-,-,-,-,-,v England,Colombo (RPS),16-Dec-14
ODI # 3567,Dinesh Chandimal,35,60,31,4,0,112.9,6,bowled,1,High,-,-,-,-,-,-,-,-,v England,Pallekele,13-Dec-14
ODI # 3547,Dinesh Chandimal,5,41,31,0,0,16.12,3,caught,1,Low,-,-,-,-,-,-,-,-,v India,Ranchi,16-Nov-14
ODI # 3544,Dinesh Chandimal,9,20,13,2,0,69.23,3,caught,2,High,-,-,-,-,-,-,-,-,v India,Eden Gardens,13-Nov-14
ODI # 3512,Dinesh Chandimal,6,19,14,1,0,42.85,5,caught,1,Low,-,-,-,-,-,-,-,-,v Pakistan,Hambantota,23-Aug-14
ODI # 3494,Dinesh Chandimal,6,21,15,0,0,40,5,caught,1,Low,-,-,-,-,-,-,-,-,v England,Manchester,28-May-14
ODI # 3493,Dinesh Chandimal,14,11,9,2,0,155.55,7,caught,1,High,-,-,-,-,-,-,-,-,v England,Chester-le-Street,25-May-14
ODI # 3492,Dinesh Chandimal,8,11,8,1,0,100,6,caught,2,High,-,-,-,-,-,-,-,-,v England,The Oval,22-May-14
ODI # 3490,Dinesh Chandimal,39,-,61,3,0,63.93,4,caught,1,High,-,-,-,-,-,-,-,-,v Ireland,Dublin,6-May-14
ODI # 3481,Dinesh Chandimal,26,60,41,1,0,63.41,5,bowled,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Mirpur,3-Mar-14
ODI # 3476,Dinesh Chandimal,0,1,1,0,0,0,5,bowled,2,Low,-,-,-,-,-,-,-,-,v India,Fatullah,28-Feb-14
ODI # 3473,Dinesh Chandimal,19,27,19,2,0,100,8,not out,1,High,-,-,-,-,-,-,-,-,v Pakistan,Fatullah,25-Feb-14
ODI # 3471,Dinesh Chandimal,64,98,70,4,0,91.42,4,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,22-Feb-14
ODI # 3470,Dinesh Chandimal,9,20,14,0,0,64.28,4,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,20-Feb-14
ODI # 3469,Dinesh Chandimal,13,43,28,0,0,46.42,4,run out,1,Low,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,17-Feb-14
ODI # 3450,Dinesh Chandimal,64,125,70,1,1,91.42,4,not out,2,High,-,-,-,-,-,-,-,-,v Pakistan,Abu Dhabi,27-Dec-13
ODI # 3448,Dinesh Chandimal,5,17,12,1,0,41.66,4,caught,1,Low,-,-,-,-,-,-,-,-,v Pakistan,Abu Dhabi,25-Dec-13
ODI # 3447,Dinesh Chandimal,36,72,53,3,0,67.92,5,caught,2,High,-,-,-,-,-,-,-,-,v Pakistan,Sharjah,22-Dec-13
ODI # 3446,Dinesh Chandimal,44,88,57,0,1,77.19,4,bowled,2,High,-,-,-,-,-,-,-,-,v Pakistan,Dubai (DICS),20-Dec-13
ODI # 3445,Dinesh Chandimal,46,77,50,2,3,92,4,run out,2,High,-,-,-,-,-,-,-,-,v Pakistan,Sharjah,18-Dec-13
ODI # 3435,Dinesh Chandimal,15,33,19,2,0,78.94,6,lbw,1,High,-,-,-,-,-,-,-,-,v New Zealand,Dambulla,16-Nov-13
ODI # 3434,Dinesh Chandimal,DNB,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,v New Zealand,Hambantota,12-Nov-13
ODI # 3432,Dinesh Chandimal,9,23,13,0,0,69.23,7,bowled,1,High,-,-,-,-,-,-,-,-,v New Zealand,Hambantota,10-Nov-13
ODI # 3401,Dinesh Chandimal,DNB,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,v South Africa,Colombo (RPS),31-Jul-13
ODI # 3400,Dinesh Chandimal,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v South Africa,Pallekele,28-Jul-13
ODI # 3398,Dinesh Chandimal,29,82,65,4,0,44.61,5,caught,2,Low,-,-,-,-,-,-,-,-,v South Africa,Pallekele,26-Jul-13
ODI # 3394,Dinesh Chandimal,43,85,51,4,0,84.31,6,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Colombo (RPS),23-Jul-13
ODI # 3392,Dinesh Chandimal,1,7,1,0,0,100,7,not out,1,High,-,-,-,-,-,-,-,-,v South Africa,Colombo (RPS),20-Jul-13
ODI # 3388,Dinesh Chandimal,5,7,7,0,0,71.42,7,caught,1,High,-,-,-,-,-,-,-,-,v India,Port of Spain,11-Jul-13
ODI # 3387,Dinesh Chandimal,26,58,54,1,1,48.14,4,stumped,2,Low,-,-,-,-,-,-,-,-,v India,Port of Spain,9-Jul-13
ODI # 3385,Dinesh Chandimal,2,9,8,0,0,25,4,bowled,1,Low,-,-,-,-,-,-,-,-,v West Indies,Port of Spain,7-Jul-13
ODI # 3382,Dinesh Chandimal,DNB,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,v India,Kingston,2-Jul-13
ODI # 3378,Dinesh Chandimal,21,49,37,1,1,56.75,4,caught,1,High,-,-,-,-,-,-,-,-,v West Indies,Kingston,28-Jun-13
ODI # 3374,Dinesh Chandimal,31,38,32,1,1,96.87,7,caught,1,High,-,-,-,-,-,-,-,-,v Australia,The Oval,17-Jun-13
ODI # 3370,Dinesh Chandimal,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v England,The Oval,13-Jun-13
ODI # 3366,Dinesh Chandimal,0,6,4,0,0,0,5,caught,1,Low,-,-,-,-,-,-,-,-,v New Zealand,Cardiff,9-Jun-13
ODI # 3352,Dinesh Chandimal,0,7,5,0,0,0,7,bowled,1,Low,-,-,-,-,-,-,-,-,v Bangladesh,Pallekele,28-Mar-13
ODI # 3351,Dinesh Chandimal,DNB,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,v Bangladesh,Hambantota,25-Mar-13
ODI # 3349,Dinesh Chandimal,3,4,3,0,0,100,4,not out,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Hambantota,23-Mar-13
ODI # 3326,Dinesh Chandimal,6,21,19,1,0,31.57,4,bowled,2,Low,-,-,-,-,-,-,-,-,v Australia,Hobart,23-Jan-13
ODI # 3324,Dinesh Chandimal,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v Australia,Sydney,20-Jan-13
ODI # 3317,Dinesh Chandimal,73,128,95,7,1,76.84,4,caught,2,High,-,-,-,-,-,-,-,-,v Australia,Melbourne,11-Jan-13
ODI # 3308,Dinesh Chandimal,0,6,1,0,0,0,2,bowled,1,Low,-,-,-,-,-,-,-,-,v New Zealand,Hambantota,12-Nov-12
ODI # 3307,Dinesh Chandimal,43,112,65,4,0,66.15,2,bowled,2,High,-,-,-,-,-,-,-,-,v New Zealand,Hambantota,10-Nov-12
ODI # 3295,Dinesh Chandimal,8,11,8,2,0,100,4,lbw,2,High,-,-,-,-,-,-,-,-,v India,Pallekele,4-Aug-12
ODI # 3294,Dinesh Chandimal,28,36,32,2,0,87.5,4,caught,1,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),31-Jul-12
ODI # 3293,Dinesh Chandimal,0,3,3,0,0,0,4,lbw,1,Low,-,-,-,-,-,-,-,-,v India,Colombo (RPS),28-Jul-12
ODI # 3292,Dinesh Chandimal,6,12,10,1,0,60,3,not out,2,High,-,-,-,-,-,-,-,-,v India,Hambantota,24-Jul-12
ODI # 3291,Dinesh Chandimal,13,25,19,1,0,68.42,4,caught,2,High,-,-,-,-,-,-,-,-,v India,Hambantota,21-Jul-12
ODI # 3277,Dinesh Chandimal,54,122,74,4,0,72.97,4,caught,2,High,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),18-Jun-12
ODI # 3275,Dinesh Chandimal,18,28,30,2,0,60,4,bowled,1,High,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),16-Jun-12
ODI # 3274,Dinesh Chandimal,TDNB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),13-Jun-12
ODI # 3273,Dinesh Chandimal,32,50,51,3,0,62.74,4,lbw,1,High,-,-,-,-,-,-,-,-,v Pakistan,Pallekele,9-Jun-12
ODI # 3272,Dinesh Chandimal,0,12,9,0,0,0,4,bowled,1,Low,-,-,-,-,-,-,-,-,v Pakistan,Pallekele,7-Jun-12
ODI # 3260,Dinesh Chandimal,0,7,4,0,0,0,4,caught,1,Low,-,-,-,-,-,-,-,-,v Pakistan,Mirpur,15-Mar-12
ODI # 3259,Dinesh Chandimal,13,26,22,1,0,59.09,4,bowled,2,High,-,-,-,-,-,-,-,-,v India,Mirpur,13-Mar-12
ODI # 3257,Dinesh Chandimal,5,7,7,1,0,71.42,4,lbw,2,High,-,-,-,-,-,-,-,-,v Australia,Adelaide,8-Mar-12
ODI # 3256,Dinesh Chandimal,17,28,17,2,0,100,4,not out,2,High,-,-,-,-,-,-,-,-,v Australia,Adelaide,6-Mar-12
ODI # 3255,Dinesh Chandimal,14,30,27,1,0,51.85,4,caught,2,High,-,-,-,-,-,-,-,-,v Australia,Brisbane,4-Mar-12
ODI # 3253,Dinesh Chandimal,75,146,84,3,2,89.28,4,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Melbourne,2-Mar-12
ODI # 3251,Dinesh Chandimal,2,4,2,0,0,100,6,not out,1,High,-,-,-,-,-,-,-,-,v India,Hobart,28-Feb-12
ODI # 3248,Dinesh Chandimal,80,119,100,7,0,80,4,lbw,2,High,-,-,-,-,-,-,-,-,v Australia,Hobart,24-Feb-12
ODI # 3246,Dinesh Chandimal,38,68,49,0,0,77.55,4,bowled,1,High,-,-,-,-,-,-,-,-,v India,Brisbane,21-Feb-12
ODI # 3241,Dinesh Chandimal,6,12,8,1,0,75,4,not out,2,High,-,-,-,-,-,-,-,-,v Australia,Sydney,17-Feb-12
ODI # 3239,Dinesh Chandimal,81,118,91,6,1,89.01,4,run out,1,High,-,-,-,-,-,-,-,-,v India,Adelaide,14-Feb-12
ODI # 3235,Dinesh Chandimal,37,64,50,4,0,74,4,lbw,2,High,-,-,-,-,-,-,-,-,v Australia,Perth,10-Feb-12
ODI # 3233,Dinesh Chandimal,64,98,81,4,0,79.01,4,stumped,1,High,-,-,-,-,-,-,-,-,v India,Perth,8-Feb-12
ODI # 3229,Dinesh Chandimal,20,54,35,1,0,57.14,4,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,Johannesburg,22-Jan-12
ODI # 3228,Dinesh Chandimal,59,117,81,1,1,72.83,4,bowled,2,High,-,-,-,-,-,-,-,-,v South Africa,Kimberley,20-Jan-12
ODI # 3227,Dinesh Chandimal,36,76,54,3,0,66.66,4,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Bloemfontein,17-Jan-12
ODI # 3226,Dinesh Chandimal,92,179,115,6,0,80,4,not out,1,High,-,-,-,-,-,-,-,-,v South Africa,East London,14-Jan-12
ODI # 3225,Dinesh Chandimal,4,7,7,1,0,57.14,4,bowled,2,High,-,-,-,-,-,-,-,-,v South Africa,Paarl,11-Jan-12
ODI # 3216,Dinesh Chandimal,7,19,14,1,0,50,3,caught,1,High,-,-,-,-,-,-,-,-,v Pakistan,Abu Dhabi,23-Nov-11
ODI # 3215,Dinesh Chandimal,11,23,19,2,0,57.89,4,bowled,2,High,-,-,-,-,-,-,-,-,v Pakistan,Sharjah,20-Nov-11
ODI # 3214,Dinesh Chandimal,31,76,47,2,0,65.95,4,caught,2,High,-,-,-,-,-,-,-,-,v Pakistan,Dubai (DICS),18-Nov-11
ODI # 3213,Dinesh Chandimal,15,39,37,1,0,40.54,4,bowled,1,Low,-,-,-,-,-,-,-,-,v Pakistan,Dubai (DICS),14-Nov-11
ODI # 3212,Dinesh Chandimal,28,36,31,1,2,90.32,4,lbw,1,High,-,-,-,-,-,-,-,-,v Pakistan,Dubai (DICS),11-Nov-11
ODI # 3180,Dinesh Chandimal,4,2,2,1,0,200,4,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Hambantota,16-Aug-11
ODI # 3178,Dinesh Chandimal,1,4,4,0,0,25,5,caught,1,Low,-,-,-,-,-,-,-,-,v Australia,Hambantota,14-Aug-11
ODI # 3175,Dinesh Chandimal,12,21,13,1,0,92.3,5,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Pallekele,10-Aug-11
ODI # 3172,Dinesh Chandimal,24,37,30,2,0,80,5,caught,1,High,-,-,-,-,-,-,-,-,v Scotland,Edinburgh,13-Jul-11
ODI # 3170,Dinesh Chandimal,54,65,64,5,2,84.37,5,stumped,2,High,-,-,-,-,-,-,-,-,v England,Manchester,9-Jul-11
ODI # 3169,Dinesh Chandimal,0,15,5,0,0,0,3,lbw,1,Low,-,-,-,-,-,-,-,-,v England,Nottingham,6-Jul-11
ODI # 3168,Dinesh Chandimal,105,196,126,11,2,83.33,3,not out,2,High,-,-,-,-,-,-,-,-,v England,Lord's,3-Jul-11
ODI # 3167,Dinesh Chandimal,5,18,7,0,0,71.42,3,run out,1,High,-,-,-,-,-,-,-,-,v England,Leeds,1-Jul-11
ODI # 2990,Dinesh Chandimal,16,30,27,1,0,59.25,3,not out,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Harare,9-Jun-10
ODI # 2989,Dinesh Chandimal,6,11,13,0,0,46.15,3,caught,1,Low,-,-,-,-,-,-,-,-,v Zimbabwe,Harare,7-Jun-10
ODI # 2988,Dinesh Chandimal,111,130,118,6,5,94.06,3,stumped,2,High,-,-,-,-,-,-,-,-,v India,Harare,5-Jun-10
ODI # 2985,Dinesh Chandimal,10,21,10,2,0,100,3,not out,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Bulawayo,1-Jun-10
ODI # 4784,Dunith Wellalage,DNB,-,-,-,-,-,-,-,2,-,6,0,36,0,6,3,1,High,v West Indies,Pallekele,23-Oct-24
ODI # 4783,Dunith Wellalage,DNB,-,-,-,-,-,-,-,2,-,7,0,20,0,2.85,3,1,Low,v West Indies,Pallekele,20-Oct-24
ODI # 4754,Dunith Wellalage,2,2,3,0,0,66.66,7,bowled,1,High,5.1,0,27,5,5.22,3,2,High,v India,Colombo (RPS),7-Aug-24
ODI # 4753,Dunith Wellalage,39,49,35,1,2,111.42,7,caught,1,High,6,0,41,0,6.83,2,2,High,v India,Colombo (RPS),4-Aug-24
ODI # 4752,Dunith Wellalage,67,99,65,7,2,103.07,7,not out,1,High,9,1,39,2,4.33,3,2,High,v India,Colombo (RPS),2-Aug-24
ODI # 4745,Dunith Wellalage,1,23,18,0,0,5.55,7,caught,1,Low,6,0,30,0,5,5,2,High,v Bangladesh,Chattogram,18-Mar-24
ODI # 4744,Dunith Wellalage,15,51,26,0,0,57.69,7,not out,2,High,10,0,47,0,4.7,6,1,High,v Bangladesh,Chattogram,15-Mar-24
ODI # 4729,Dunith Wellalage,DNB,-,-,-,-,-,-,-,2,-,10,0,38,2,3.8,4,1,Low,v Afghanistan,Pallekele,14-Feb-24
ODI # 4671,Dunith Wellalage,2,9,9,0,0,22.22,7,run out,1,Low,9.2,0,53,1,5.67,4,2,High,v Australia,Lucknow,16-Oct-23
ODI # 4665,Dunith Wellalage,10,18,8,1,0,125,8,caught,1,High,10,0,62,0,6.2,5,2,High,v Pakistan,Hyderabad,10-Oct-23
ODI # 4661,Dunith Wellalage,0,2,1,0,0,0,8,caught,2,Low,10,0,81,1,8.1,6,1,High,v South Africa,Delhi,7-Oct-23
ODI # 4649,Dunith Wellalage,8,35,21,0,0,38.09,8,caught,1,Low,2,0,7,0,3.5,3,2,Low,v India,Colombo (RPS),17-Sep-23
ODI # 4644,Dunith Wellalage,0,1,1,0,0,0,8,caught,2,Low,9,0,40,1,4.44,4,1,High,v Pakistan,Colombo (RPS),14-Sep-23
ODI # 4641,Dunith Wellalage,42,81,46,3,1,91.3,8,not out,2,High,10,1,40,5,4,5,1,High,v India,Colombo (RPS),12-Sep-23
ODI # 4637,Dunith Wellalage,3,10,3,0,0,100,8,run out,1,High,10,1,26,1,2.6,5,2,Low,v Bangladesh,Colombo (RPS),9-Sep-23
ODI # 4633,Dunith Wellalage,33,47,39,3,1,84.61,8,not out,1,High,4,0,36,2,9,3,2,High,v Afghanistan,Lahore,5-Sep-23
ODI # 4629,Dunith Wellalage,DNB,-,-,-,-,-,-,-,2,-,7,0,30,1,4.28,5,1,High,v Bangladesh,Pallekele,31-Aug-23
ODI # 4505,Dunith Wellalage,3,21,13,0,0,23.07,8,caught,2,Low,sub,-,-,-,-,-,1,-,v India,Thiruvananthapuram,15-Jan-23
ODI # 4503,Dunith Wellalage,32,68,34,3,1,94.11,8,caught,1,High,2,0,12,0,6,5,2,High,v India,Eden Gardens,12-Jan-23
ODI # 4501,Dunith Wellalage,0,3,1,0,0,0,8,caught,2,Low,8,0,65,0,8.12,5,1,High,v India,Guwahati,10-Jan-23
ODI # 4490,Dunith Wellalage,31,38,21,4,1,147.61,8,not out,2,High,4,0,25,0,6.25,3,1,High,v Afghanistan,Pallekele,30-Nov-22
ODI # 4418,Dunith Wellalage,4,3,2,1,0,200,7,caught,1,High,10,0,42,3,4.2,3,2,High,v Australia,Colombo (RPS),24-Jun-22
ODI # 4416,Dunith Wellalage,19,43,35,0,0,54.28,7,caught,1,High,5,0,29,1,5.8,4,2,High,v Australia,Colombo (RPS),21-Jun-22
ODI # 4415,Dunith Wellalage,DNB,-,-,-,-,-,-,-,2,-,10,0,56,1,5.6,4,1,High,v Australia,Colombo (RPS),19-Jun-22
ODI # 4412,Dunith Wellalage,20,38,35,1,1,57.14,8,bowled,1,High,5,0,25,2,5,6,2,High,v Australia,Pallekele,16-Jun-22
ODI # 4409,Dunith Wellalage,DNB,-,-,-,-,-,-,-,1,-,7,0,49,2,7,5,2,High,v Australia,Pallekele,14-Jun-22
ODI # 4725,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,1,-,7.3,0,55,2,7.33,3,2,High,v Afghanistan,Pallekele,9-Feb-24
ODI # 4720,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,2,-,4,0,14,0,3.5,3,1,Low,v Zimbabwe,Colombo (RPS),11-Jan-24
ODI # 4719,Dushmantha Chameera,18,36,25,2,0,72,9,not out,2,High,8,0,44,2,5.5,2,1,High,v Zimbabwe,Colombo (RPS),8-Jan-24
ODI # 4718,Dushmantha Chameera,18,36,23,1,0,78.26,9,caught,1,High,2,1,3,0,1.5,2,2,Low,v Zimbabwe,Colombo (RPS),6-Jan-24
ODI # 4698,Dushmantha Chameera,1,32,20,0,0,5,10,caught,1,Low,4,1,20,1,5,4,2,High,v New Zealand,Bengaluru,9-Nov-23
ODI # 4695,Dushmantha Chameera,4,17,9,0,0,44.44,9,run out,1,Low,8,0,54,0,6.75,4,2,High,v Bangladesh,Delhi,6-Nov-23
ODI # 4690,Dushmantha Chameera,0,10,6,0,0,0,8,caught,2,Low,10,2,71,1,7.1,2,1,High,v India,Wankhede,2-Nov-23
ODI # 4687,Dushmantha Chameera,1,5,4,0,0,25,8,run out,1,Low,9.2,0,51,0,5.46,4,2,High,v Afghanistan,Pune,30-Oct-23
ODI # 4583,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,2,-,9,0,63,4,7,1,1,High,v Afghanistan,Hambantota,7-Jun-23
ODI # 4580,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,1,-,7,0,18,2,2.57,2,2,Low,v Afghanistan,Hambantota,4-Jun-23
ODI # 4415,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,2,-,8,0,49,1,6.12,1,1,High,v Australia,Colombo (RPS),19-Jun-22
ODI # 4412,Dushmantha Chameera,7,24,18,1,0,38.88,10,not out,1,Low,6.1,0,19,2,3.08,1,2,Low,v Australia,Pallekele,16-Jun-22
ODI # 4409,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,1,-,7.3,0,60,0,8,1,2,High,v Australia,Pallekele,14-Jun-22
ODI # 4347,Dushmantha Chameera,1,6,3,0,0,33.33,9,caught,1,Low,5,1,20,2,4,1,2,High,v Zimbabwe,Pallekele,21-Jan-22
ODI # 4343,Dushmantha Chameera,13,24,13,0,1,100,8,caught,2,High,9,0,47,0,5.22,2,1,High,v Zimbabwe,Pallekele,18-Jan-22
ODI # 4318,Dushmantha Chameera,29,52,39,3,0,74.35,9,caught,1,High,4,1,16,2,4,1,2,High,v South Africa,Colombo (RPS),7-Sep-21
ODI # 4315,Dushmantha Chameera,11,37,23,0,0,47.82,9,bowled,2,Low,7,0,52,2,7.42,1,1,High,v South Africa,Colombo (RPS),4-Sep-21
ODI # 4314,Dushmantha Chameera,0,6,0,0,0,-,9,run out,1,-,7,0,55,0,7.85,1,2,High,v South Africa,Colombo (RPS),2-Sep-21
ODI # 4312,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,2,-,8.1,0,55,2,6.73,1,1,High,v India,Colombo (RPS),23-Jul-21
ODI # 4309,Dushmantha Chameera,2,11,5,0,0,40,9,caught,1,Low,10,0,65,0,6.5,2,2,High,v India,Colombo (RPS),20-Jul-21
ODI # 4307,Dushmantha Chameera,13,19,7,1,1,185.71,10,run out,1,High,7,0,42,0,6,1,2,High,v India,Colombo (RPS),18-Jul-21
ODI # 4298,Dushmantha Chameera,16,29,27,2,0,59.25,10,stumped,1,High,TDNB,-,-,-,-,-,-,-,v England,Bristol,4-Jul-21
ODI # 4297,Dushmantha Chameera,14,16,12,0,1,116.66,10,not out,1,High,9,0,46,0,5.11,1,2,High,v England,The Oval,1-Jul-21
ODI # 4296,Dushmantha Chameera,7,20,15,1,0,46.66,10,run out,1,Low,8,0,50,3,6.25,1,2,High,v England,Chester-le-Street,29-Jun-21
ODI # 4292,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,1,-,9,1,16,5,1.77,2,2,Low,v Bangladesh,Mirpur,28-May-21
ODI # 4291,Dushmantha Chameera,4,17,12,0,0,33.33,11,not out,2,Low,9.1,2,44,3,4.8,2,1,High,v Bangladesh,Mirpur,25-May-21
ODI # 4290,Dushmantha Chameera,5,29,12,0,0,41.66,11,caught,2,Low,8,0,39,1,4.87,2,1,High,v Bangladesh,Mirpur,23-May-21
ODI # 4277,Dushmantha Chameera,1,2,1,0,0,100,10,not out,1,High,10,0,56,0,5.6,2,2,High,v West Indies,North Sound,12-Mar-21
ODI # 4276,Dushmantha Chameera,8,16,15,1,0,53.33,9,caught,1,High,10,0,50,2,5,2,2,High,v West Indies,North Sound,10-Mar-21
ODI # 4076,Dushmantha Chameera,1,-,8,0,0,12.5,8,caught,2,Low,8,0,55,0,6.87,2,1,High,v New Zealand,Nelson,8-Jan-19
ODI # 4058,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,1,-,6,0,20,3,3.33,2,2,Low,v England,Colombo (RPS),23-Oct-18
ODI # 4038,Dushmantha Chameera,2,-,5,0,0,40,11,not out,2,Low,10,2,43,1,4.3,2,1,High,v Afghanistan,Abu Dhabi,17-Sep-18
ODI # 3967,Dushmantha Chameera,1,-,2,0,0,50,11,not out,1,High,8,1,17,2,2.12,2,2,Low,v Bangladesh,Mirpur,27-Jan-18
